CLIENTNUM,Colume_for_test
708873183,test
766224933,test
771626283,test
720372483,test
712916958,test
716124408,test
714128283,test
708163758,test
716979183,test
716480358,test
800758233,test
720413658,test
715832058,test
716323683,test
819616383,test
771069033,test
821241708,test
716987358,test
710300733,test
712497783,test
709259958,test
716296833,test
715728108,test
771507258,test
713758758,test
779809908,test
816310158,test
780349833,test
818235408,test
709213458,test
719634408,test
709934808,test
712238958,test
711813258,test
789983133,test
792139308,test
718123608,test
715369008,test
717556758,test
718252533,test
716340783,test
717898758,test
825743583,test
717711108,test
789791808,test
807971658,test
770220558,test
818239983,test
712544358,test
720306408,test
721488858,test
710771433,test
708662583,test
717663033,test
721524858,test
788778033,test
708649683,test
708770883,test
708152358,test
719210133,test
714690633,test
719719158,test
712690458,test
718758783,test
716947083,test
709075533,test
712952283,test
718799958,test
718663983,test
789550458,test
708226833,test
714361083,test
714608583,test
710775483,test
709410033,test
717173358,test
719773158,test
771292233,test
756371058,test
709476033,test
770560683,test
788766933,test
713550483,test
709928358,test
713895633,test
720471108,test
718192608,test
805485933,test
712517808,test
780604083,test
715311183,test
712265508,test
715051608,test
757786608,test
714303483,test
718728108,test
710019933,test
812453283,test
717439983,test
714391683,test
827901183,test
708841233,test
710663508,test
716439258,test
719610708,test
715026258,test
711706458,test
712180308,test
802622733,test
778832883,test
788671608,test
718023708,test
718692258,test
718357458,test
714003483,test
713632983,test
711008508,test
815230458,test
719612583,test
709514433,test
815826708,test
815520333,test
718661958,test
788980983,test
721171008,test
714682233,test
720736608,test
718333983,test
772207683,test
714794133,test
756639708,test
713686008,test
713475633,test
717518733,test
712532058,test
789666333,test
711422358,test
708510858,test
767023308,test
789289383,test
708805908,test
710155158,test
713330133,test
714403983,test
720353808,test
710362233,test
771484908,test
717047583,test
715694433,test
793456983,test
715742658,test
715518783,test
779514558,test
720017958,test
712895733,test
719039283,test
719629308,test
754443033,test
716159958,test
712195383,test
822885033,test
716543433,test
717403158,test
826065258,test
709397508,test
720748608,test
709823733,test
713542908,test
720512433,test
713671158,test
802449933,test
716723658,test
710451708,test
809540733,test
716372358,test
710162133,test
710878308,test
710262408,test
713975433,test
771244383,test
710405808,test
715542783,test
815840283,test
788908308,test
789394833,test
712609533,test
710237283,test
770766633,test
823837158,test
712123008,test
711727083,test
720033033,test
787723758,test
770926158,test
711360783,test
708285108,test
713390433,test
718096608,test
719094333,test
813764283,test
713398158,test
711227883,test
810040908,test
772640808,test
784907658,test
794692158,test
718383183,test
721156758,test
811793433,test
712010358,test
719420058,test
809459733,test
798783858,test
711432258,test
721294533,test
718425333,test
714294183,test
714637908,test
712341933,test
708332808,test
708354858,test
766649283,test
817951083,test
708301683,test
713655108,test
714560358,test
712113558,test
710603958,test
720597108,test
713810658,test
721519908,test
712025958,test
794740458,test
709814883,test
719767683,test
715321008,test
710106933,test
716655858,test
778260108,test
713986908,test
780042633,test
713269533,test
713868033,test
708103608,test
789684258,test
779067408,test
712231308,test
761079783,test
787518258,test
717631908,test
769396158,test
713462508,test
716717733,test
709383933,test
717283008,test
793449333,test
710873583,test
718486608,test
716748483,test
715113933,test
711160233,test
715714458,test
709615458,test
719955558,test
713072358,test
721402233,test
713691633,test
708866133,test
757256358,test
784868958,test
710845308,test
719368533,test
718337733,test
715132758,test
712556433,test
718947558,test
710303208,test
804158583,test
711720408,test
715808808,test
715076358,test
718343058,test
769667583,test
709013208,test
716004258,test
715645908,test
717724233,test
719850933,test
790131033,test
721211433,test
721290708,test
712107783,test
818960133,test
713560758,test
718579833,test
778643733,test
770977833,test
708721533,test
772300383,test
751155783,test
768457008,test
794494308,test
710980383,test
716663808,test
712912233,test
717992433,test
709971708,test
715600533,test
710153583,test
794132808,test
720565458,test
715496058,test
709015833,test
718612758,test
712438308,test
716238483,test
718297683,test
712206033,test
710904708,test
711190233,test
710535708,test
794573883,test
719118708,test
790201158,test
779333883,test
719805183,test
721220583,test
779685558,test
713965683,test
710667708,test
718979733,test
712104333,test
793560033,test
779920533,test
717480783,test
709066983,test
718528008,test
712390683,test
826245858,test
712966458,test
709467183,test
710529708,test
789817833,test
712363158,test
717060858,test
718060983,test
711600033,test
709910733,test
757291008,test
819376683,test
720458883,test
708963258,test
711746133,test
715249533,test
708522033,test
708496833,test
717464958,test
751166508,test
795218883,test
710856558,test
721107258,test
716457783,test
710810883,test
710895708,test
789200208,test
718578708,test
719859033,test
713036208,test
771769383,test
718316058,test
710155983,test
779571708,test
718042383,test
710244108,test
806649333,test
789280683,test
713318733,test
709611183,test
712441308,test
709315383,test
710141208,test
711684408,test
758331483,test
715825458,test
708248358,test
779808333,test
715989108,test
714912408,test
827683383,test
719595708,test
711566208,test
711161133,test
715052583,test
714586458,test
711523533,test
756658083,test
709247808,test
713242383,test
717135333,test
716150358,test
717457008,test
711822933,test
803968233,test
779037408,test
709007883,test
714635883,test
779914383,test
712841883,test
719582058,test
708387933,test
717251508,test
710699283,test
709141908,test
720356133,test
717788958,test
778563858,test
711096633,test
716816583,test
719841708,test
708555633,test
714638883,test
809147283,test
708197358,test
757247808,test
820922733,test
807977808,test
712863183,test
778825908,test
713379258,test
710232483,test
710170758,test
803421108,test
792152283,test
717291333,test
714928158,test
780511683,test
772491333,test
719847108,test
808045833,test
708385533,test
770205708,test
719379858,test
709657533,test
798788958,test
720011958,test
708982158,test
710803983,test
719768658,test
711355908,test
813153108,test
712487883,test
753220383,test
708340758,test
720852108,test
716728233,test
711863433,test
779422458,test
715573758,test
794530608,test
718376583,test
720827133,test
767414808,test
718919433,test
708694983,test
719270358,test
708948483,test
708462258,test
716721483,test
799011558,test
710697408,test
710527533,test
709996833,test
718531983,test
715554708,test
718774533,test
712337208,test
714022833,test
710026458,test
710178558,test
768712383,test
711156858,test
719799033,test
720788883,test
710306358,test
758617233,test
720163458,test
708482658,test
826148883,test
779055033,test
713118183,test
714103083,test
714145233,test
719547033,test
720899058,test
789432033,test
717214158,test
715269483,test
718805733,test
789780033,test
716482533,test
708319908,test
711663858,test
716894658,test
714082308,test
708082083,test
714820158,test
713347608,test
721395633,test
721438233,test
713987808,test
721086483,test
709969758,test
801502008,test
819051183,test
710858658,test
716002458,test
718080558,test
788019483,test
716151858,test
717241233,test
713880633,test
712374708,test
721145433,test
711398433,test
715601808,test
717324183,test
720557883,test
708759408,test
719430483,test
758753283,test
716933283,test
773172483,test
721459008,test
710639658,test
710710233,test
708996708,test
713315433,test
712941483,test
789890958,test
714757083,test
789237333,test
714949758,test
714136233,test
778888083,test
710923533,test
709385133,test
716836308,test
720633558,test
712846458,test
709399908,test
772698783,test
718665033,test
771561183,test
789008508,test
719439108,test
720817533,test
813901458,test
717783483,test
718299933,test
789074358,test
712036383,test
720618033,test
720415833,test
720385608,test
709937583,test
770743983,test
715671183,test
711283008,test
778873608,test
709592808,test
773306658,test
822084333,test
708821733,test
711070683,test
772596783,test
806917983,test
719329983,test
710190858,test
708880683,test
709332408,test
710751033,test
710679933,test
710849208,test
710056758,test
713520858,test
714710733,test
766769058,test
716990883,test
718298733,test
717174558,test
714543633,test
715756683,test
719400108,test
710463408,test
708245808,test
799253808,test
716552433,test
720995583,test
780118158,test
713668158,test
709249083,test
717081483,test
718455633,test
708974283,test
713399583,test
713293983,test
714785508,test
827318958,test
718496283,test
709608708,test
710939283,test
770824833,test
779082633,test
720515883,test
747885858,test
779140533,test
716619558,test
788633733,test
715291908,test
709977933,test
716454858,test
720539583,test
739021908,test
711289533,test
716464533,test
710590683,test
710081208,test
717482658,test
712246983,test
711460458,test
713159133,test
710047533,test
716708583,test
712766208,test
715150983,test
717991533,test
797641683,test
714879483,test
720105933,test
804670758,test
818987958,test
824160333,test
714919308,test
717928308,test
788890533,test
779692608,test
717774333,test
718140783,test
714465558,test
804431283,test
715199808,test
759584958,test
758802333,test
720237408,test
713787333,test
709660233,test
721005108,test
809589783,test
712627083,test
778444908,test
711433908,test
768728508,test
789937683,test
711788583,test
819196158,test
710207208,test
713994108,test
712509108,test
711745233,test
778745058,test
721455558,test
710721858,test
769206483,test
769587258,test
712080333,test
712457208,test
719934783,test
709589208,test
714860808,test
713934633,test
773185833,test
715923408,test
778956033,test
712260633,test
714945708,test
720971358,test
719701383,test
764316708,test
715545933,test
714524583,test
780079833,test
714199008,test
719941533,test
715544883,test
710122458,test
713833233,test
719326758,test
711686658,test
708964683,test
718840833,test
797228883,test
709566408,test
780097533,test
715020933,test
711149133,test
716832858,test
715154058,test
789497283,test
711834708,test
785038908,test
720001758,test
778428108,test
715268508,test
788741733,test
717355533,test
712128258,test
735825258,test
714544908,test
818712633,test
709831983,test
789398733,test
716850558,test
717316008,test
714677583,test
767348733,test
779900808,test
719900733,test
816517683,test
755305683,test
715769958,test
715493733,test
827440458,test
715713408,test
720128658,test
770038983,test
714684108,test
708942408,test
779134458,test
710066133,test
709578258,test
718043583,test
715186608,test
708447858,test
718071933,test
771217758,test
721210158,test
788779983,test
718614183,test
709865883,test
766273533,test
717390408,test
718655808,test
817035108,test
747551658,test
713281833,test
771982083,test
717642633,test
772721208,test
714385983,test
712516608,test
714725883,test
709398708,test
715090008,test
709159308,test
711348033,test
788230158,test
718170033,test
718161708,test
717714633,test
824150733,test
713768358,test
709188108,test
720328983,test
712296408,test
719106783,test
713437008,test
719574033,test
716123283,test
789023508,test
710005683,test
801036033,test
716644008,test
709094358,test
719848008,test
718372458,test
720608658,test
717185658,test
715474083,test
709646433,test
717494358,test
713924283,test
714471183,test
780613758,test
718225683,test
710734308,test
708564858,test
713733633,test
720841533,test
712210458,test
714109308,test
712503408,test
713755458,test
716893683,test
710841183,test
713899383,test
772366833,test
710638233,test
716506083,test
717406983,test
714337233,test
